Date,Close,Price_Change,MACD,KD_diff,RSI,MA_5_to_10,MA_10_to_20,MA_5_to_20
2020/02/10,91.0,0.75,-1.7230434967270298,0.014861111111111214,32.02416918429002,-1.7549999999999955,-2.122499999999988,-3.8774999999999835
2020/02/11,91.75,0.9000000000000057,-1.6998911223128488,0.02171875000000001,33.6283185840708,-0.9699999999999989,-2.382499999999993,-3.352499999999992
2020/02/12,92.65,0.14999999999999147,-1.5905849472326565,0.03800347222222239,34.40233236151606,-0.14499999999999602,-2.597500000000011,-2.742500000000007
2020/02/13,92.8,0.15000000000000568,-1.474854069922145,0.03746867961711697,32.63473053892217,0.4450000000000216,-2.907500000000013,-2.4624999999999915
2020/02/14,92.95,-0.6500000000000057,-1.3554084643948556,0.03945646367521366,35.33123028391171,0.7150000000000034,-2.6700000000000017,-1.9549999999999983
2020/02/17,92.3,-1.25,-1.2982313265669774,0.014464293770934278,34.56790123456791,0.6499999999999915,-2.177499999999995,-1.5275000000000034
2020/02/18,91.05,1.0499999999999972,-1.3383548644332564,-0.025447899070946023,32.09169054441263,0.4649999999999892,-1.8374999999999915,-1.3725000000000023
2020/02/19,92.1,-0.3999999999999915,-1.2707780936512023,0.04003036220565498,34.53038674033148,0.23000000000000398,-1.4525000000000148,-1.2225000000000108
2020/02/20,91.7,-0.45000000000000284,-1.235260360489761,0.07578123914990464,48.26254826254826,0.06999999999999318,-1.1975000000000051,-1.127500000000012
2020/02/21,91.25,-1.1500000000000057,-1.2292534714260626,0.010900929271493998,60.679611650485455,-0.2750000000000057,-0.8250000000000028,-1.1000000000000085
2020/02/24,90.1,0.25,-1.3022765244795664,-0.1003410150500596,47.47474747474748,-0.625,-0.5400000000000063,-1.1650000000000063
2020/02/25,90.35,-0.8999999999999915,-1.324704540125694,-0.07810229639460986,47.47474747474748,-0.625,-0.332499999999996,-0.957499999999996
2020/02/26,89.45,-0.7999999999999972,-1.3989748710151133,-0.08061837354558515,34.75935828877007,-0.8349999999999937,-0.2599999999999909,-1.0949999999999847
2020/02/27,88.65,-1.3000000000000114,-1.5050388069425367,-0.07739587240025128,35.911602209944775,-1.0300000000000011,-0.2224999999999966,-1.2524999999999977
2020/03/02,87.35,1.25,-1.6746895965501665,-0.05301615146283517,32.01970443349752,-1.25,-0.542500000000004,-1.792500000000004
2020/03/03,88.6,0.6000000000000085,-1.6888070004131066,0.015160941637227615,35.21126760563378,-1.1800000000000068,-0.8900000000000006,-2.0700000000000074
2020/03/04,89.2,1.0,-1.6327587327796635,0.0518524795029367,33.33333333333333,-1.2249999999999943,-1.0049999999999955,-2.2299999999999898
2020/03/05,90.2,-1.8500000000000085,-1.4904672554852993,0.08712474409362975,38.39285714285718,-0.8850000000000051,-1.1624999999999943,-2.0474999999999994
2020/03/06,88.35,-2.5,-1.509578294579626,0.009091722902105859,32.170542635658904,-0.6099999999999994,-1.3000000000000114,-1.9100000000000108
2020/03/09,85.85,0.45000000000000284,-1.7067783588890961,-0.06942096579101933,28.135593220339004,-0.36999999999999034,-1.5725000000000051,-1.9424999999999955
2020/03/10,86.3,-1.0,-1.805931932249635,-0.03469923595209143,32.97491039426525,-0.45000000000000284,-1.7175000000000153,-2.167500000000018
2020/03/11,85.3,-3.1499999999999915,-1.9428080147144442,-0.05023873134644187,25.539568345323787,-0.7249999999999943,-1.9000000000000057,-2.625
2020/03/12,82.15,-1.1500000000000057,-2.2791888996687533,-0.03157366894711269,21.321321321321363,-1.6050000000000182,-2.1049999999999898,-3.710000000000008
2020/03/13,81.0,-3.700000000000003,-2.608499406118227,0.044607625191521394,20.461095100864597,-2.309999999999988,-2.2800000000000153,-4.590000000000003
2020/03/16,77.3,-2.450000000000003,-3.1319364193635977,-0.011072840733212519,17.83919597989953,-3.0150000000000006,-2.5024999999999977,-5.517499999999998
2020/03/17,74.85,-2.049999999999997,-3.7017866557311834,-0.03679993366458019,14.932126696832626,-3.9299999999999926,-3.0049999999999955,-6.934999999999988
2020/03/18,72.8,-4.25,-4.269597676751587,-0.04265241313644943,14.193548387096797,-4.789999999999992,-3.732500000000016,-8.522500000000008
2020/03/19,68.55,5.450000000000003,-5.00483881656244,-0.019321994937695715,12.35955056179779,-5.344999999999999,-4.719999999999999,-10.064999999999998
2020/03/20,74.0,-3.200000000000003,-5.089089409672781,0.0505802387811993,28.36304700162077,-5.310000000000002,-5.269999999999996,-10.579999999999998
2020/03/23,70.8,3.450000000000003,-5.35237304348091,0.020628128819971003,22.865853658536622,-5.10499999999999,-5.752499999999998,-10.857499999999987
2020/03/24,74.25,2.5999999999999943,-5.222440015342215,0.04548306912467123,29.032258064516128,-4.019999999999996,-6.165000000000006,-10.185000000000002
2020/03/25,76.85,0.3500000000000085,-4.85371824098462,0.07138193754079641,32.08053691275167,-2.364999999999995,-6.334999999999994,-8.699999999999989
