Date,Open,Max,Min,Close,Diff
111/03/01,599.00,610.00,599.00,604.00, 0.00
111/03/02,601.00,605.00,600.00,601.00,-3.00
111/03/03,603.00,607.00,601.00,602.00,+1.00
111/03/04,595.00,597.00,592.00,595.00,-7.00
111/03/07,580.00,581.00,575.00,576.00,-19.00
111/03/08,561.00,570.00,561.00,563.00,-13.00
111/03/09,567.00,573.00,567.00,568.00,+5.00
111/03/10,585.00,589.00,582.00,587.00,+19.00
111/03/11,581.00,582.00,574.00,575.00,-12.00
111/03/14,574.00,577.00,572.00,572.00,-3.00
111/03/15,562.00,563.00,558.00,558.00,-14.00
111/03/17,578.00,583.00,575.00,582.00,+24.00
111/03/18,582.00,582.00,576.00,581.00,-1.00
111/03/21,583.00,589.00,583.00,586.00,+5.00
111/03/22,577.00,586.00,577.00,583.00,-3.00
111/03/23,590.00,590.00,586.00,590.00,+7.00
111/03/24,587.00,592.00,585.00,591.00,+1.00
111/03/25,597.00,598.00,595.00,598.00,+7.00
111/03/28,581.00,586.00,580.00,584.00,-14.00
111/03/29,586.00,589.00,584.00,589.00,+5.00
111/03/30,599.00,600.00,597.00,600.00,+11.00
111/03/31,602.00,602.00,594.00,597.00,-3.00
111/04/01,585.00,589.00,584.00,589.00,-8.00
111/04/06,578.00,580.00,575.00,578.00,-11.00
111/04/07,571.00,573.00,566.00,566.00,-12.00
111/04/08,567.00,570.00,566.00,567.00,+1.00
111/04/11,563.00,566.00,558.00,558.00,-9.00
111/04/12,554.00,564.00,552.00,557.00,-1.00
111/04/13,564.00,576.00,563.00,573.00,+16.00
111/04/14,577.00,578.00,573.00,573.00, 0.00
111/04/15,562.00,566.00,561.00,562.00,-11.00
111/04/18,559.00,566.00,558.00,561.00,-1.00
111/04/19,566.00,569.00,563.00,565.00,+4.00
111/04/20,570.00,570.00,562.00,570.00,+5.00
111/04/21,571.00,571.00,565.00,565.00,-5.00
111/04/22,558.00,559.00,557.00,558.00,-7.00
111/04/25,550.00,552.00,546.00,547.00,-11.00
111/04/26,550.00,551.00,544.00,546.00,-1.00
111/04/27,530.00,532.00,526.00,526.00,-20.00
111/04/28,530.00,532.00,523.00,531.00,+5.00
111/04/29,547.00,547.00,535.00,538.00,+7.00
111/05/03,538.00,540.00,530.00,531.00,-7.00
111/05/04,533.00,537.00,530.00,534.00,+3.00
111/05/05,543.00,544.00,539.00,542.00,+8.00
111/05/06,528.00,531.00,526.00,528.00,-14.00
111/05/09,523.00,524.00,520.00,520.00,-8.00
111/05/10,506.00,519.00,505.00,518.00,-2.00
111/05/11,518.00,526.00,518.00,521.00,+3.00
111/05/12,516.00,518.00,505.00,505.00,-16.00
111/05/13,507.00,514.00,506.00,511.00,+6.00
111/05/16,521.00,524.00,518.00,520.00,+9.00
111/05/17,521.00,533.00,520.00,530.00,+10.00
111/05/18,541.00,541.00,534.00,538.00,+8.00
111/05/19,523.00,527.00,520.00,522.00,-16.00
111/05/20,524.00,532.00,523.00,530.00,+8.00
111/05/23,533.00,534.00,528.00,528.00,-2.00
111/05/24,530.00,531.00,520.00,520.00,-8.00
111/05/25,522.00,529.00,520.00,524.00,+4.00
111/05/26,523.00,525.00,513.00,514.00,-10.00
111/05/27,524.00,530.00,522.00,530.00,+16.00
111/05/30,538.00,547.00,537.00,547.00,+17.00
111/05/31,542.00,560.00,540.00,560.00,+13.00
111/06/01,550.00,555.00,548.00,549.00,-11.00
111/06/02,544.00,545.00,540.00,540.00,-9.00
111/06/06,541.00,544.00,538.00,540.00, 0.00
111/06/07,535.00,538.00,532.00,535.00,-5.00
111/06/08,539.00,545.00,538.00,544.00,+9.00
111/06/09,538.00,542.00,537.00,541.00,-3.00
111/06/10,530.00,533.00,529.00,530.00,-11.00
111/06/13,518.00,519.00,515.00,516.00,-14.00
111/06/14,507.00,514.00,507.00,513.00,-3.00
111/06/15,508.00,515.00,508.00,509.00,-4.00
111/06/17,499.50,503.00,499.00,501.00,-7.00
111/06/20,500.00,502.00,495.00,498.00,-3.00
111/06/21,501.00,505.00,499.00,505.00,+7.00
111/06/22,501.00,503.00,494.50,494.50,-10.50
111/06/23,492.00,493.50,485.00,485.50,-9.00
111/06/24,489.50,492.50,485.50,486.50,+1.00
111/06/27,496.00,506.00,495.50,498.50,+12.00
111/06/28,496.00,500.00,496.00,497.50,-1.00
111/06/29,496.00,498.50,491.00,491.00,-6.50
111/06/30,484.50,486.50,476.00,476.00,-15.00
111/07/01,471.50,474.00,452.50,453.50,-22.50
111/07/04,443.00,451.50,440.00,440.00,-13.50
111/07/05,449.50,451.50,433.00,446.00,+6.00
111/07/06,442.00,447.50,435.00,435.50,-10.50
111/07/07,442.00,459.00,438.50,457.50,+22.00
111/07/08,470.00,470.50,461.50,467.00,+9.50
111/07/11,468.00,470.50,461.00,462.00,-5.00
111/07/12,458.00,458.00,449.50,449.50,-12.50
111/07/13,470.50,473.00,466.00,470.50,+21.00
111/07/14,466.00,477.50,463.00,475.00,+4.50
111/07/15,481.00,494.00,477.00,492.50,+17.50
111/07/18,495.50,498.50,488.50,495.50,+3.00
111/07/19,487.50,493.00,486.50,491.00,-4.50
111/07/20,502.00,503.00,491.50,495.00,+4.00
111/07/21,496.00,501.00,494.00,501.00,+6.00
111/07/22,505.00,505.00,500.00,503.00,+2.00
111/07/25,500.00,503.00,498.00,499.50,-3.50
111/07/26,499.50,499.50,491.00,495.00,-4.50
111/07/27,494.00,502.00,491.00,502.00,+7.00
111/07/28,509.00,509.00,499.00,501.00,-1.00
111/07/29,508.00,510.00,504.00,509.00,+8.00
111/08/01,506.00,508.00,500.00,504.00,-5.00
111/08/02,494.00,496.00,488.50,492.00,-12.00
111/08/03,494.00,501.00,493.00,501.00,+9.00
111/08/04,499.00,503.00,495.00,500.00,-1.00
111/08/05,509.00,516.00,507.00,516.00,+16.00
111/08/08,510.00,515.00,509.00,512.00,-4.00
111/08/09,507.00,511.00,504.00,510.00,-2.00
111/08/10,500.00,503.00,499.50,500.00,-10.00
111/08/11,513.00,514.00,510.00,514.00,+14.00
111/08/12,515.00,518.00,514.00,517.00,+3.00
111/08/15,520.00,524.00,519.00,523.00,+6.00
111/08/16,526.00,526.00,523.00,525.00,+2.00
111/08/17,524.00,527.00,521.00,527.00,+2.00
111/08/18,520.00,521.00,519.00,520.00,-7.00
111/08/19,519.00,523.00,517.00,519.00,-1.00
111/08/22,511.00,514.00,510.00,510.00,-9.00
111/08/23,503.00,506.00,502.00,504.00,-6.00
111/08/24,504.00,508.00,503.00,503.00,-1.00
111/08/25,505.00,510.00,504.00,508.00,+5.00
111/08/26,513.00,515.00,511.00,512.00,+4.00
111/08/29,497.00,502.00,496.00,498.50,-13.50
111/08/30,497.50,500.00,496.00,496.00,-2.50
111/08/31,492.00,505.00,492.00,505.00,+9.00
111/09/01,495.00,495.50,490.00,490.50,-14.50
111/09/02,488.00,489.50,485.00,485.00,-5.50
111/09/05,485.00,488.00,484.00,486.00,+1.00
111/09/06,488.50,491.50,486.50,489.00,+3.00
111/09/07,477.00,478.00,472.00,472.50,-16.50
111/09/08,473.00,475.00,472.00,475.00,+2.50
111/09/12,485.00,491.00,485.00,486.50,+11.50
111/09/13,495.00,495.00,491.00,493.00,+6.50
111/09/14,478.50,482.50,476.00,480.00,-13.00
111/09/16,470.50,472.00,469.00,472.00,-4.50
111/09/19,472.00,473.00,466.50,467.00,-5.00
111/09/20,470.50,478.00,470.00,476.50,+9.50
111/09/21,473.50,475.50,468.50,471.00,-5.50
111/09/22,462.00,468.00,459.00,464.50,-6.50
111/09/23,458.50,460.50,455.00,455.00,-9.50
111/09/26,443.00,454.00,443.00,446.50,-8.50
111/09/27,449.00,451.50,446.00,448.00,+1.50
111/09/28,447.00,449.00,438.00,438.00,-10.00
111/09/29,443.00,443.50,432.00,435.00,-3.00
111/09/30,424.50,427.50,422.00,422.00,-13.00
111/10/03,418.50,424.50,416.50,417.00,-5.00
111/10/04,429.50,432.00,427.00,429.00,+12.00
111/10/05,444.50,451.00,442.00,445.00,+16.00
111/10/06,450.50,451.00,447.00,451.00,+6.00
111/10/07,448.50,448.50,437.00,438.00,-13.00
111/10/11,408.00,412.50,401.00,401.50,-36.50
111/10/12,397.00,400.00,395.50,397.50,-4.00
111/10/13,400.50,403.00,395.00,395.00,-2.50
111/10/14,414.50,416.00,409.00,412.00,+17.00
111/10/17,400.00,403.50,396.00,397.00,-15.00
111/10/18,406.50,407.00,399.50,407.00,+10.00
111/10/19,404.00,405.00,395.50,395.50,-11.50
111/10/20,391.00,397.50,386.00,397.50,+2.00
111/10/21,395.50,398.50,389.50,389.50,-8.00
111/10/24,395.00,397.50,387.00,387.00,-2.50
111/10/25,380.00,382.50,371.00,371.00,-16.00
111/10/26,370.50,379.00,370.00,376.00,+5.00
111/10/27,384.50,389.00,382.50,385.50,+9.50
111/10/28,379.50,382.00,375.00,379.50,-6.00
111/10/31,386.00,390.00,381.00,390.00,+10.50
111/11/01,388.50,393.00,386.00,391.50,+1.50
111/11/02,391.00,395.00,388.50,395.00,+3.50
111/11/03,385.00,387.00,383.50,384.00,-11.00
111/11/04,381.00,384.50,378.50,382.00,-2.00
111/11/07,390.00,393.00,387.00,390.00,+8.00
111/11/08,395.00,399.50,394.00,399.00,+9.00
111/11/09,403.50,417.00,403.50,417.00,+18.00
111/11/10,409.00,411.50,406.00,407.50,-9.50
111/11/11,441.50,442.00,435.00,441.50,+34.00
111/11/14,450.00,450.00,441.50,445.00,+3.50
111/11/15,465.00,487.00,462.00,480.00,+35.00
111/11/16,491.50,494.00,481.50,487.00,+7.00
111/11/17,482.50,485.00,475.00,485.00,-2.00
111/11/18,491.50,494.00,486.00,487.00,+2.00
111/11/21,487.50,489.50,480.50,482.00,-5.00
111/11/22,476.00,491.00,476.00,491.00,+9.00
111/11/23,494.50,496.00,488.50,492.00,+1.00
111/11/24,494.00,496.00,492.00,496.00,+4.00
111/11/25,494.00,498.00,494.00,498.00,+2.00
111/11/28,486.00,490.00,480.50,480.50,-17.50
111/11/29,473.50,488.00,473.00,487.00,+6.50
111/11/30,483.00,490.00,482.50,490.00,+3.00
111/12/01,506.00,508.00,498.50,498.50,+8.50
111/12/02,490.00,497.00,490.00,492.50,-6.00
111/12/05,491.50,497.50,489.00,489.00,-3.50
111/12/06,488.00,489.00,478.00,478.00,-11.00
111/12/07,477.00,485.50,475.00,475.00,-3.00
111/12/08,475.00,475.00,467.00,471.50,-3.50
111/12/09,478.00,484.50,476.00,481.50,+10.00
111/12/12,476.50,478.00,473.50,475.00,-6.50
111/12/13,473.00,476.00,471.00,471.50,-3.50
111/12/14,472.00,480.50,472.00,480.50,+9.00
111/12/16,466.50,471.00,465.50,471.00,-9.50
111/12/19,466.50,469.50,465.00,466.50,-4.50
111/12/20,465.00,467.00,455.00,457.50,-9.00
111/12/21,460.00,463.00,457.00,459.00,+1.50
111/12/22,466.50,469.00,464.00,468.00,+9.00
111/12/23,457.50,458.50,455.00,455.00,-13.00
111/12/26,454.00,457.00,453.50,456.50,+1.50
111/12/27,458.00,462.50,457.00,457.00,+0.50
111/12/28,451.00,452.00,446.00,451.00,-6.00
111/12/29,444.00,449.50,442.50,446.00,-5.00
111/12/30,455.00,456.50,448.50,448.50,+2.50
112/01/03,446.00,453.50,443.00,453.00,+4.50
112/01/04,449.50,455.00,448.50,449.50,-3.50
112/01/05,459.00,459.50,455.00,458.50,+9.00
112/01/06,455.00,459.50,455.00,458.50, 0.00
112/01/09,468.00,481.00,467.50,481.00,+22.50
112/01/10,486.00,487.00,483.00,486.00,+5.00
112/01/11,487.00,488.00,482.00,484.50,-1.50
112/01/12,487.50,488.00,484.00,486.50,+2.00
112/01/13,507.00,509.00,499.00,500.00,+13.50
112/01/16,506.00,508.00,503.00,505.00,+5.00
112/01/17,504.00,504.00,499.50,503.00,-2.00
112/01/30,542.00,543.00,534.00,543.00,+40.00
112/01/31,537.00,538.00,521.00,522.00,-21.00
112/02/01,532.00,533.00,522.00,530.00,+8.00
112/02/02,538.00,542.00,537.00,540.00,+10.00
112/02/03,540.00,542.00,536.00,542.00,+2.00
112/02/06,532.00,533.00,526.00,526.00,-16.00
112/02/07,524.00,528.00,522.00,523.00,-3.00
112/02/08,538.00,540.00,534.00,540.00,+17.00
112/02/09,540.00,540.00,536.00,540.00, 0.00
112/02/10,544.00,546.00,541.00,545.00,+5.00
112/02/13,544.00,544.00,538.00,541.00,-4.00
112/02/14,544.00,546.00,543.00,545.00,+4.00
112/02/15,526.00,532.00,522.00,525.00,-20.00
112/02/16,528.00,531.00,524.00,528.00,+3.00
112/02/17,524.00,524.00,516.00,518.00,-10.00
112/02/20,514.00,519.00,511.00,517.00,-1.00
112/02/21,515.00,517.00,513.00,516.00,-1.00
112/02/22,506.00,509.00,505.00,507.00,-9.00
112/02/23,512.00,521.00,510.00,518.00,+11.00
112/02/24,524.00,525.00,511.00,511.00,-7.00
112/03/01,504.00,522.00,504.00,522.00,+11.00
112/03/02,519.00,520.00,515.00,519.00,-3.00
112/03/03,524.00,525.00,516.00,516.00,-3.00
112/03/06,520.00,524.00,517.00,521.00,+5.00
112/03/07,521.00,526.00,519.00,524.00,+3.00
112/03/08,521.00,523.00,518.00,521.00,-3.00
112/03/09,525.00,526.00,522.00,522.00,+1.00
112/03/10,515.00,516.00,511.00,513.00,-9.00
112/03/13,513.00,518.00,509.00,516.00,+3.00
112/03/14,511.00,514.00,510.00,510.00,-6.00
112/03/15,515.00,516.00,510.00,511.00,+1.00
112/03/17,516.00,518.00,513.00,518.00,+13.00
112/03/20,517.00,518.00,510.00,512.00,-6.00
112/03/21,515.00,517.00,512.00,517.00,+5.00
112/03/22,524.00,533.00,524.00,533.00,+16.00
112/03/23,528.00,539.00,528.00,538.00,+5.00
112/03/24,536.00,539.00,535.00,539.00,+1.00
112/03/27,533.00,536.00,531.00,531.00,-8.00
112/03/28,525.00,530.00,524.00,525.00,-6.00
112/03/29,533.00,533.00,525.00,530.00,+5.00
112/03/30,536.00,537.00,531.00,535.00,+5.00
112/03/31,538.00,538.00,532.00,533.00,-2.00
112/04/06,530.00,531.00,526.00,530.00,-3.00
112/04/07,535.00,535.00,529.00,531.00,+1.00
112/04/10,533.00,533.00,528.00,529.00,-2.00
112/04/11,522.00,527.00,522.00,524.00,-5.00
112/04/12,523.00,524.00,517.00,520.00,-4.00
112/04/13,515.00,517.00,510.00,510.00,-10.00
112/04/14,516.00,520.00,513.00,516.00,+6.00
112/04/17,519.00,520.00,514.00,520.00,+4.00
112/04/18,518.00,520.00,514.00,515.00,-5.00
112/04/19,517.00,518.00,509.00,510.00,-5.00
112/04/20,512.00,516.00,510.00,513.00,+3.00
112/04/21,520.00,520.00,510.00,511.00,-2.00
112/04/24,505.00,510.00,504.00,507.00,-4.00
112/04/25,504.00,505.00,498.00,498.00,-9.00
112/04/26,498.00,498.50,491.00,491.50,-6.50
112/04/27,491.00,495.00,489.00,493.50,+2.00
112/04/28,498.50,502.00,498.00,502.00,+8.50
112/05/02,500.00,502.00,496.50,501.00,-1.00
112/05/03,496.00,498.00,495.00,496.00,-5.00
112/05/04,497.00,499.50,496.00,498.00,+2.00
112/05/05,500.00,502.00,498.50,500.00,+2.00
112/05/08,509.00,509.00,502.00,504.00,+4.00
112/05/09,507.00,510.00,505.00,510.00,+6.00
112/05/10,508.00,508.00,500.00,503.00,-7.00
112/05/11,506.00,506.00,498.50,499.00,-4.00
112/05/12,496.00,500.00,495.00,496.00,-3.00
112/05/15,497.00,499.50,494.50,495.50,-0.50
112/05/16,503.00,508.00,500.00,505.00,+9.50
112/05/17,508.00,521.00,506.00,519.00,+14.00
112/05/18,533.00,536.00,526.00,530.00,+11.00
112/05/19,535.00,535.00,529.00,532.00,+2.00
112/05/22,532.00,533.00,529.00,531.00,-1.00
112/05/23,530.00,531.00,525.00,530.00,-1.00
112/05/24,527.00,528.00,524.00,525.00,-5.00
112/05/25,542.00,545.00,537.00,543.00,+18.00
112/05/26,568.00,568.00,563.00,566.00,+23.00
112/05/29,574.00,574.00,564.00,568.00,+2.00
112/05/30,566.00,568.00,563.00,566.00,-2.00
112/05/31,560.00,562.00,551.00,558.00,-8.00
112/06/01,550.00,554.00,550.00,551.00,-7.00
112/06/02,559.00,564.00,557.00,562.00,+11.00
112/06/05,560.00,560.00,555.00,555.00,-7.00
112/06/06,554.00,562.00,553.00,560.00,+5.00
112/06/07,561.00,568.00,560.00,568.00,+8.00
112/06/08,562.00,568.00,555.00,559.00,-9.00
112/06/09,561.00,566.00,561.00,565.00,+6.00
112/06/12,574.00,574.00,571.00,574.00,+9.00
112/06/13,593.00,594.00,589.00,593.00,+19.00
112/06/14,590.00,591.00,587.00,590.00,-3.00
112/06/16,590.00,590.00,584.00,589.00,-2.00
112/06/19,583.00,585.00,582.00,583.00,-6.00
112/06/20,579.00,585.00,579.00,583.00, 0.00
112/06/21,582.00,585.00,578.00,581.00,-2.00
112/06/26,576.00,578.00,574.00,574.00,-7.00
112/06/27,570.00,575.00,569.00,572.00,-2.00
112/06/28,579.00,579.00,571.00,574.00,+2.00
112/06/29,578.00,580.00,570.00,573.00,-1.00
112/06/30,570.00,576.00,568.00,576.00,+3.00
112/07/03,578.00,580.00,576.00,579.00,+3.00
112/07/04,585.00,585.00,580.00,585.00,+6.00
112/07/05,589.00,589.00,579.00,582.00,-3.00
112/07/06,573.00,574.00,565.00,565.00,-17.00
112/07/07,565.00,572.00,563.00,565.00, 0.00
112/07/10,567.00,573.00,565.00,565.00, 0.00
112/07/11,574.00,577.00,570.00,577.00,+12.00
112/07/12,574.00,578.00,572.00,578.00,+1.00
112/07/13,587.00,590.00,585.00,585.00,+7.00
112/07/14,589.00,591.00,587.00,591.00,+6.00
112/07/17,588.00,591.00,587.00,591.00, 0.00
112/07/18,587.00,588.00,580.00,581.00,-10.00
112/07/19,584.00,587.00,579.00,581.00, 0.00
112/07/20,580.00,584.00,578.00,579.00,-2.00
112/07/21,560.00,563.00,557.00,560.00,-19.00
112/07/24,557.00,563.00,557.00,558.00,-2.00
112/07/25,561.00,569.00,561.00,569.00,+11.00
112/07/26,569.00,571.00,563.00,566.00,-3.00
112/07/27,570.00,570.00,566.00,569.00,+3.00
112/07/28,569.00,573.00,565.00,567.00,-2.00
112/07/31,575.00,575.00,560.00,565.00,-2.00
112/08/01,565.00,568.00,564.00,567.00,+2.00
112/08/02,567.00,569.00,558.00,561.00,-6.00
112/08/04,556.00,560.00,552.00,554.00,-7.00
112/08/07,558.00,561.00,556.00,558.00,+4.00
112/08/08,558.00,558.00,551.00,552.00,-6.00
112/08/09,550.00,557.00,550.00,554.00,+2.00
112/08/10,552.00,554.00,550.00,551.00,-3.00
112/08/11,556.00,558.00,546.00,546.00,-5.00
112/08/14,540.00,543.00,537.00,541.00,-5.00
112/08/15,543.00,545.00,540.00,542.00,+1.00
112/08/16,541.00,543.00,536.00,542.00, 0.00
112/08/17,540.00,546.00,537.00,544.00,+2.00
112/08/18,540.00,544.00,539.00,539.00,-5.00
112/08/21,544.00,544.00,534.00,537.00,-2.00
112/08/22,544.00,544.00,538.00,541.00,+4.00
112/08/23,546.00,552.00,544.00,552.00,+11.00
112/08/24,563.00,564.00,558.00,564.00,+12.00
112/08/25,549.00,551.00,546.00,546.00,-18.00
112/08/28,547.00,553.00,547.00,549.00,+3.00
112/08/29,551.00,553.00,546.00,552.00,+3.00
112/08/30,558.00,560.00,554.00,555.00,+3.00
112/08/31,553.00,556.00,548.00,549.00,-6.00
112/09/01,543.00,553.00,543.00,548.00,-1.00
112/09/04,549.00,557.00,549.00,557.00,+9.00
112/09/05,553.00,555.00,550.00,552.00,-5.00
112/09/06,556.00,556.00,550.00,550.00,-2.00
112/09/07,546.00,548.00,542.00,542.00,-8.00
112/09/08,535.00,540.00,535.00,539.00,-3.00
112/09/11,539.00,540.00,536.00,536.00,-3.00
112/09/12,536.00,545.00,536.00,544.00,+8.00
112/09/13,545.00,548.00,541.00,541.00,-3.00
112/09/15,549.00,558.00,547.00,558.00,+8.00
112/09/18,548.00,549.00,540.00,540.00,-18.00
112/09/19,539.00,543.00,538.00,538.00,-2.00
112/09/20,536.00,538.00,535.00,535.00,-3.00
112/09/21,530.00,531.00,526.00,527.00,-8.00
112/09/22,523.00,525.00,522.00,522.00,-5.00
112/09/25,522.00,529.00,522.00,525.00,+3.00
112/09/26,521.00,524.00,519.00,519.00,-6.00
112/09/27,517.00,523.00,516.00,522.00,+3.00
112/09/28,523.00,525.00,520.00,523.00,+1.00
112/10/02,530.00,534.00,528.00,533.00,+10.00
112/10/03,528.00,533.00,528.00,529.00,-4.00
112/10/04,521.00,523.00,519.00,520.00,-9.00
112/10/05,523.00,529.00,523.00,528.00,+8.00
112/10/06,530.00,533.00,529.00,532.00,+4.00
112/10/11,542.00,544.00,540.00,544.00,+12.00
112/10/12,545.00,550.00,544.00,550.00,+6.00
112/10/13,550.00,554.00,548.00,553.00,+3.00
112/10/16,546.00,547.00,542.00,545.00,-8.00
112/10/17,550.00,552.00,548.00,551.00,+6.00
112/10/18,549.00,549.00,540.00,540.00,-11.00
112/10/19,540.00,548.00,540.00,546.00,+6.00
112/10/20,549.00,556.00,546.00,556.00,+10.00
112/10/23,552.00,553.00,543.00,544.00,-12.00
112/10/24,543.00,546.00,540.00,544.00, 0.00
112/10/25,544.00,551.00,544.00,544.00, 0.00
112/10/26,530.00,535.00,530.00,531.00,-13.00
112/10/27,534.00,536.00,532.00,533.00,+2.00
112/10/30,531.00,534.00,528.00,532.00,-1.00
112/10/31,535.00,535.00,527.00,529.00,-3.00
112/11/01,533.00,533.00,527.00,528.00,-1.00
112/11/02,536.00,547.00,535.00,547.00,+19.00
112/11/03,547.00,549.00,545.00,549.00,+2.00
112/11/06,553.00,556.00,550.00,550.00,+1.00
112/11/07,552.00,555.00,550.00,555.00,+5.00
112/11/08,550.00,557.00,550.00,556.00,+1.00
112/11/09,551.00,557.00,551.00,557.00,+1.00
112/11/10,555.00,557.00,554.00,557.00, 0.00
112/11/13,579.00,580.00,571.00,571.00,+14.00
112/11/14,576.00,576.00,571.00,572.00,+1.00
112/11/15,583.00,583.00,575.00,581.00,+9.00
112/11/16,581.00,583.00,578.00,583.00,+2.00
112/11/17,579.00,583.00,579.00,580.00,-3.00
112/11/20,576.00,579.00,575.00,577.00,-3.00
112/11/21,582.00,585.00,581.00,585.00,+8.00
112/11/22,576.00,579.00,574.00,577.00,-8.00
112/11/23,574.00,578.00,574.00,578.00,+1.00
112/11/24,577.00,578.00,574.00,575.00,-3.00
112/11/27,573.00,577.00,568.00,568.00,-7.00
112/11/28,565.00,576.00,565.00,575.00,+7.00
112/11/29,578.00,579.00,570.00,574.00,-1.00
112/11/30,576.00,577.00,570.00,577.00,+3.00
112/12/01,573.00,579.00,573.00,579.00,+2.00
112/12/04,582.00,582.00,571.00,574.00,-5.00
112/12/05,571.00,572.00,567.00,570.00,-4.00
112/12/06,568.00,575.00,568.00,570.00, 0.00
112/12/07,570.00,573.00,566.00,566.00,-4.00
112/12/08,574.00,577.00,570.00,570.00,+4.00
112/12/11,572.00,575.00,570.00,574.00,+4.00
112/12/12,580.00,581.00,575.00,578.00,+4.00
112/12/13,576.00,579.00,576.00,577.00,-1.00
112/12/15,585.00,586.00,580.00,585.00,+3.00
112/12/18,579.00,585.00,577.00,585.00, 0.00
112/12/19,588.00,588.00,580.00,585.00, 0.00
112/12/20,587.00,587.00,583.00,585.00, 0.00
112/12/21,577.00,579.00,575.00,577.00,-8.00
112/12/22,582.00,582.00,579.00,582.00,+5.00
112/12/25,582.00,585.00,580.00,581.00,-1.00
112/12/26,583.00,586.00,582.00,586.00,+5.00
112/12/27,587.00,592.00,586.00,592.00,+6.00
112/12/28,592.00,593.00,589.00,593.00,+1.00
112/12/29,589.00,593.00,589.00,593.00, 0.00
113/01/02,590.00,593.00,589.00,593.00, 0.00
113/01/03,584.00,585.00,576.00,578.00,-15.00
113/01/04,580.00,581.00,577.00,580.00,+2.00
113/01/05,578.00,580.00,574.00,576.00,-4.00
113/01/08,582.00,585.00,579.00,583.00,+7.00
113/01/09,588.00,589.00,583.00,586.00,+3.00
113/01/10,581.00,586.00,580.00,584.00,-2.00
113/01/11,586.00,589.00,583.00,586.00,+2.00
113/01/12,581.00,588.00,581.00,584.00,-2.00
113/01/15,590.00,590.00,585.00,586.00,+2.00
113/01/16,581.00,588.00,579.00,580.00,-6.00
113/01/17,583.00,584.00,578.00,581.00,+1.00
113/01/18,586.00,589.00,585.00,588.00,+7.00
113/01/19,625.00,627.00,614.00,626.00,+38.00
113/01/22,633.00,633.00,623.00,626.00, 0.00
113/01/23,629.00,629.00,622.00,628.00,+2.00
113/01/24,628.00,630.00,624.00,627.00,-1.00
113/01/25,635.00,642.00,633.00,642.00,+15.00
113/01/26,644.00,646.00,639.00,644.00,+2.00
113/01/29,646.00,648.00,644.00,648.00,+4.00
113/01/30,642.00,647.00,642.00,642.00,-6.00
113/01/31,634.00,637.00,626.00,628.00,-14.00
