Date,Open,Max,Min,Close,Diff
109/01/02,110.50,110.50,109.50,109.50,-0.50
109/01/03,110.00,110.50,109.50,110.50,+1.00
109/01/06,110.50,110.50,110.00,110.00,-0.50
109/01/07,110.00,110.00,108.50,109.50,-0.50
109/01/08,109.50,110.00,109.00,109.00,-0.50
109/01/09,109.50,110.00,109.00,109.50,+0.50
109/01/10,109.50,110.00,109.00,109.50, 0.00
109/01/13,109.50,110.00,108.50,110.00,+0.50
109/01/14,109.50,110.00,108.50,109.50,-0.50
109/01/15,109.00,109.50,108.50,109.00,-0.50
109/01/16,109.00,109.50,108.50,109.50,+0.50
109/01/17,109.50,110.00,109.00,109.50, 0.00
109/01/20,109.50,110.00,109.00,109.50, 0.00
109/01/30,108.50,109.00,108.00,108.50,-1.00
109/01/31,107.50,109.00,107.50,108.00,-0.50
109/02/03,107.50,108.00,107.00,108.00, 0.00
109/02/04,107.50,108.50,107.00,108.00, 0.00
109/02/05,108.00,108.50,108.00,108.00, 0.00
109/02/06,108.50,109.00,108.50,108.50,+0.50
109/02/07,109.00,109.00,108.50,109.00,+0.50
109/02/10,109.00,109.00,108.00,109.00, 0.00
109/02/11,109.00,109.50,108.50,108.50,-0.50
109/02/12,109.00,109.00,108.50,108.50, 0.00
109/02/13,109.00,109.50,108.50,109.50,+1.00
109/02/14,109.50,109.50,109.00,109.00,-0.50
109/02/17,109.00,110.00,109.00,110.00,+1.00
109/02/18,109.50,110.00,109.50,109.50,-0.50
109/02/19,110.00,110.50,109.50,110.00,+0.50
109/02/20,110.00,110.50,109.50,109.50,-0.50
109/02/21,109.50,110.00,109.50,109.50, 0.00
109/02/24,109.50,109.50,108.50,108.50,-1.00
109/02/25,108.50,109.00,108.00,108.50, 0.00
109/02/26,108.00,109.00,108.00,108.00,-0.50
109/02/27,108.00,108.50,108.00,108.00, 0.00
109/03/02,107.50,108.00,107.00,108.00, 0.00
109/03/03,108.00,109.00,108.00,108.00, 0.00
109/03/04,108.50,109.00,108.00,109.00,+1.00
109/03/05,109.50,110.00,109.00,110.00,+1.00
109/03/06,109.50,110.00,108.50,108.50,-1.50
109/03/09,108.00,108.00,107.50,107.50,-1.00
109/03/10,107.00,108.50,107.00,107.50, 0.00
109/03/11,108.00,108.50,107.50,108.50,+1.00
109/03/12,108.00,108.50,107.00,107.50,-1.00
109/03/13,106.50,107.00,103.00,106.00,-1.50
109/03/16,106.50,107.00,105.00,105.00,-1.00
109/03/17,104.00,107.00,103.50,107.00,+2.00
109/03/18,107.00,107.00,105.00,106.50,-0.50
109/03/19,104.00,106.00,103.50,105.50,-1.00
109/03/20,106.00,106.50,104.50,106.50,+1.00
109/03/23,105.00,106.00,104.50,105.50,-1.00
109/03/24,106.50,108.00,106.00,107.00,+1.50
109/03/25,107.00,108.50,107.00,108.00,+1.00
109/03/26,108.00,109.00,107.50,107.50,-0.50
109/03/27,108.00,108.00,107.00,107.50, 0.00
109/03/30,106.50,107.00,106.00,106.50,-1.00
109/03/31,107.00,107.50,106.50,107.50,+1.00
109/04/01,107.50,108.00,107.00,107.00,-0.50
109/04/06,108.00,108.00,107.00,108.00,+1.00
109/04/07,108.00,108.00,107.00,107.50,-0.50
109/04/08,107.50,108.00,107.00,108.00,+0.50
109/04/09,107.50,107.50,107.00,107.00,-1.00
109/04/10,107.50,108.00,107.00,108.00,+1.00
109/04/13,108.00,108.50,107.50,108.00, 0.00
109/04/14,108.50,108.50,108.00,108.50,+0.50
109/04/15,109.00,109.00,108.00,109.00,+0.50
109/04/16,108.50,109.00,108.00,108.00,-1.00
109/04/17,108.50,109.00,108.00,108.50,+0.50
109/04/20,108.50,109.50,108.50,109.00,+0.50
109/04/21,109.00,109.50,108.00,108.50,-0.50
109/04/22,108.00,109.00,107.50,109.00,+0.50
109/04/23,108.50,109.00,108.00,109.00, 0.00
109/04/24,109.00,109.00,108.00,108.50,-0.50
109/04/27,109.00,109.50,109.00,109.50,+1.00
109/04/28,109.50,109.50,109.00,109.50, 0.00
109/04/29,109.50,110.00,109.00,110.00,+0.50
109/04/30,110.00,110.00,109.50,109.50,-0.50
109/05/04,108.00,109.00,108.00,109.00,-0.50
109/05/05,109.00,109.50,109.00,109.00, 0.00
109/05/06,109.50,109.50,109.00,109.50,+0.50
109/05/07,109.50,110.00,109.00,109.00,-0.50
109/05/08,110.00,111.50,109.50,110.00,+1.00
109/05/11,110.50,111.00,110.00,110.00, 0.00
109/05/12,110.00,110.50,109.50,110.00, 0.00
109/05/13,110.00,110.50,109.50,110.00, 0.00
109/05/14,110.00,110.00,109.50,110.00, 0.00
109/05/15,110.00,110.50,109.50,109.50,-0.50
109/05/18,109.50,111.00,109.50,110.50,+1.00
109/05/19,111.50,111.50,110.50,111.00,+0.50
109/05/20,111.00,111.50,111.00,111.50,+0.50
109/05/21,111.50,111.50,110.50,111.50, 0.00
109/05/22,111.00,112.00,110.50,111.00,-0.50
109/05/25,111.50,111.50,110.50,110.50,-0.50
109/05/26,111.00,111.50,110.50,111.00,+0.50
109/05/27,111.00,111.00,110.00,110.00,-1.00
109/05/28,110.00,111.00,110.00,110.50,+0.50
109/05/29,110.50,111.50,110.00,110.50, 0.00
109/06/01,111.50,111.50,111.00,111.50,+1.00
109/06/02,111.50,112.00,111.00,112.00,+0.50
109/06/03,112.00,113.00,111.50,112.50,+0.50
109/06/04,113.00,113.50,112.50,113.00,+0.50
109/06/05,113.00,113.00,112.50,112.50,-0.50
109/06/08,112.50,113.00,112.00,113.00,+0.50
109/06/09,112.50,113.00,112.00,113.00, 0.00
109/06/10,113.00,113.00,112.50,113.00, 0.00
109/06/11,112.50,113.00,112.50,112.50,-0.50
109/06/12,112.00,113.00,111.50,113.00,+0.50
109/06/15,112.50,113.00,111.50,111.50,-1.50
109/06/16,112.00,113.00,112.00,112.50,+1.00
109/06/17,113.00,113.00,112.50,113.00,+0.50
109/06/18,113.00,113.00,112.50,112.50,-0.50
109/06/19,113.00,113.50,112.50,113.00,+0.50
109/06/22,113.00,113.50,113.00,113.50,+0.50
109/06/23,113.50,114.00,113.00,114.00,+0.50
109/06/24,114.00,114.50,114.00,114.50,+0.50
109/06/29,114.50,115.00,114.00,115.00,+0.50
109/06/30,115.00,117.00,115.00,117.00,+2.00
109/07/01,116.50,117.00,116.00,116.50,-0.50
109/07/03,114.00,114.00,112.00,112.00,-2.00
109/07/06,112.00,112.50,111.50,112.00, 0.00
109/07/07,112.00,112.00,111.00,111.50,-0.50
109/07/08,111.50,112.00,111.00,112.00,+0.50
109/07/09,112.00,112.00,110.50,110.50,-1.50
109/07/10,111.00,111.50,110.50,111.00,+0.50
109/07/13,111.00,111.50,110.50,110.50,-0.50
109/07/14,111.00,111.00,110.00,110.00,-0.50
109/07/15,110.00,110.50,109.00,109.50,-0.50
109/07/16,110.50,110.50,109.00,109.50, 0.00
109/07/17,110.00,110.50,109.50,109.50, 0.00
109/07/20,110.00,110.50,109.50,110.00,+0.50
109/07/21,110.00,110.50,109.50,110.00, 0.00
109/07/22,110.00,110.00,109.50,110.00, 0.00
109/07/23,109.50,110.00,109.00,109.00,-1.00
109/07/24,109.00,109.50,109.00,109.00, 0.00
109/07/27,108.50,109.00,108.00,108.00,-1.00
109/07/28,108.00,109.00,107.50,108.50,+0.50
109/07/29,109.00,109.50,108.50,108.50, 0.00
109/07/30,108.50,109.50,108.50,108.50, 0.00
109/07/31,109.50,109.50,108.50,109.50,+1.00
109/08/03,109.00,109.50,108.00,108.00,-1.50
109/08/04,108.50,109.00,108.00,108.50,+0.50
109/08/05,109.00,109.50,108.00,108.00,-0.50
109/08/06,108.50,109.00,108.00,109.00,+1.00
109/08/07,108.50,109.00,108.00,109.00, 0.00
109/08/10,109.00,109.50,108.50,108.50,-0.50
109/08/11,109.00,109.00,108.50,108.50, 0.00
109/08/12,109.00,109.00,108.00,109.00,+0.50
109/08/13,109.50,109.50,109.00,109.50,+0.50
109/08/14,109.00,109.50,108.50,109.00,-0.50
109/08/17,109.00,109.50,108.50,108.50,-0.50
109/08/18,109.00,109.00,108.50,109.00,+0.50
109/08/19,109.50,109.50,109.00,109.00, 0.00
