Date,Close,Price_Change,MACD,KD_diff,RSI,MA_5_to_10,MA_10_to_20,MA_5_to_20
2020/02/07,328.0,-0.5,-3.2176286346543748,0.05741369641076771,43.065693430656935,-0.8999999999999773,-5.449999999999989,-6.349999999999966
2020/02/10,327.5,4.0,-3.077807002269992,0.024796703639082762,41.04477611940298,2.3000000000000114,-5.574999999999989,-3.2749999999999773
2020/02/11,331.5,3.5,-2.6140970965299175,0.03985504424227315,42.7536231884058,3.75,-5.3250000000000455,-1.5750000000000455
2020/02/12,335.0,0.0,-1.941799055320189,0.06451593963375024,41.91176470588235,5.0499999999999545,-5.274999999999977,-0.22500000000002274
2020/02/13,335.0,0.0,-1.392941056590928,0.10146360048460379,45.96774193548387,3.6999999999999886,-3.6999999999999886,0.0
2020/02/14,335.0,-3.5,-0.9470501338647068,0.08533461557616628,50.442477876106196,3.6000000000000227,-2.4750000000000227,1.125
2020/02/17,331.5,-9.5,-0.8661150789211547,0.026314869301169108,48.717948717948715,2.75,-0.5249999999999773,2.2250000000000227
2020/02/18,322.0,4.5,-1.550668923863725,-0.08636493843902626,41.91176470588235,1.1499999999999773,0.05000000000001137,1.1999999999999886
2020/02/19,326.5,-1.0,-1.710354484159268,-0.049674424995087785,58.92857142857143,-0.44999999999998863,0.6999999999999886,0.25
2020/02/20,325.5,-0.5,-1.8957451142009631,-0.03769857500071583,55.14018691588786,-1.6499999999999773,1.0249999999999773,-0.625
2020/02/21,325.0,-5.0,-2.0592762902826394,-0.0675876610596362,60.20408163265306,-3.349999999999966,1.474999999999966,-1.875
2020/02/24,320.0,2.0,-2.5627918693747915,-0.13890626055270047,44.31818181818182,-4.899999999999977,1.4499999999999886,-3.4499999999999886
2020/02/25,322.0,-3.5,-2.7685343673031184,-0.07388805326406037,43.67816091954023,-3.9499999999999886,1.0500000000000114,-2.8999999999999773
2020/02/26,318.5,-2.5,-3.1773806620640244,-0.07078372295288468,33.33333333333333,-3.900000000000034,0.125,-3.775000000000034
2020/02/27,316.0,-5.0,-3.6609225663688107,-0.06469795837296667,35.0,-3.8999999999999773,-1.75,-5.649999999999977
2020/03/02,311.0,6.5,-4.396906422261452,-0.03287159285213681,31.460674157303373,-4.300000000000011,-3.6999999999999886,-8.0
2020/03/03,317.5,3.0,-4.404906236168756,0.03746956340777152,35.1063829787234,-3.3999999999999773,-5.225000000000023,-8.625
2020/03/04,320.5,2.5,-4.1216592956554905,0.07068746162080575,34.40860215053765,-3.5500000000000114,-5.149999999999977,-8.699999999999989
2020/03/05,323.0,-8.0,-3.6533415012857517,0.08646374892978242,37.755102040816325,-2.2999999999999545,-5.275000000000034,-7.574999999999989
2020/03/06,315.0,-9.5,-3.8829689672207337,0.009481538696994751,32.45614035087719,-1.4500000000000455,-5.449999999999989,-6.900000000000034
2020/03/09,305.5,1.5,-4.776460925235654,-0.08213439853545085,29.365079365079367,-0.5999999999999659,-6.275000000000034,-6.875
2020/03/10,307.0,-5.0,-5.302399514275976,-0.03093335463827096,36.36363636363636,-1.400000000000034,-6.5499999999999545,-7.949999999999989
2020/03/11,302.0,-8.0,-6.052893855953982,-0.055042612147265385,27.927927927927925,-3.1000000000000227,-7.074999999999989,-10.175000000000011
2020/03/12,294.0,-4.0,-7.210085789109655,-0.011934047447914653,24.799999999999997,-6.449999999999989,-7.475000000000023,-13.925000000000011
2020/03/13,290.0,-13.5,-8.353639744840052,0.03929850905512669,23.484848484848484,-8.850000000000023,-7.824999999999989,-16.67500000000001
2020/03/16,276.5,-8.5,-10.231311479445424,-0.02080209123242735,20.80536912751677,-11.200000000000045,-8.349999999999966,-19.55000000000001
2020/03/17,268.0,-8.0,-12.263888348672538,-0.03702322531404262,16.666666666666657,-14.049999999999955,-10.125,-24.174999999999955
